pipeline,cv_score,generation,holdout_score,holdout_roc_auc_score
"RandomForestClassifier(input_matrix, RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.4, RandomForestClassifier__min_samples_leaf=1, RandomForestClassifier__min_samples_split=2, RandomForestClassifier__n_estimators=100)",0.6138805503439649,0,0.6197619761976197,0.6608160816081609
"MLPClassifier(OneHotEncoder(input_matrix, OneHotEncoder__minimum_fraction=0.05, OneHotEncoder__sparse=False, OneHotEncoder__threshold=10), MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01)",0.7750773921200749,0,0.7344234423442344,0.8361836183618362
"RandomForestClassifier(input_matrix, RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.4, RandomForestClassifier__min_samples_leaf=1, RandomForestClassifier__min_samples_split=2, RandomForestClassifier__n_estimators=100)",0.6138805503439649,1,0.6245124512451246,0.6445644564456446
"MLPClassifier(OneHotEncoder(input_matrix, OneHotEncoder__minimum_fraction=0.05, OneHotEncoder__sparse=False, OneHotEncoder__threshold=10), MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01)",0.7750773921200749,1,0.754925492549255,0.8511851185118512
"MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01)",0.797457004377736,2,0.7145214521452146,0.7973797379737974
"MLPClassifier(VarianceThreshold(OneHotEncoder(input_matrix, OneHotEncoder__minimum_fraction=0.05, OneHotEncoder__sparse=False, OneHotEncoder__threshold=10), VarianceThreshold__threshold=0.1), MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01)",0.7987374921826141,2,0.7343234323432344,0.8396839683968396
"MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01)",0.797457004377736,3,0.7294729472947294,0.8237823782378237
"MLPClassifier(VarianceThreshold(OneHotEncoder(input_matrix, OneHotEncoder__minimum_fraction=0.05, OneHotEncoder__sparse=False, OneHotEncoder__threshold=10), VarianceThreshold__threshold=0.1), MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01)",0.7987374921826141,3,0.7693769376937694,0.8379837983798379
"MLPClassifier(input_matrix, MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01)",0.797457004377736,4,0.7745274527452746,0.862886288628863
"MLPClassifier(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.35000000000000003, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.45), MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01)",0.8736812070043778,4,0.9046404640464046,0.9664966496649665
