level_0,index,pipeline,cv_score,generation,holdout_score,holdout_roc_auc_score,type,upper_ci_holdout,lower_ci_holdout,operator_count
3,16,"GradientBoostingClassifier(Binarizer(LogisticRegression(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.15000000000000002, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.1), LogisticRegression__C=25.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2), Binarizer__threshold=0.0), GradientBoostingClassifier__learning_rate=0.1, GradientBoostingClassifier__max_depth=7, GradientBoostingClassifier__max_features=0.8500000000000001, GradientBoostingClassifier__min_samples_leaf=8, GradientBoostingClassifier__min_samples_split=11, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.7000000000000001)",1.0,6,1.0,1.0,baseline,1.0,1.0,4
2,26,"MLPClassifier(Normalizer(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.35000000000000003, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.25), Normalizer__norm=max), MLPClassifier__alpha=0.001, MLPClassifier__learning_rate_init=0.01)",0.9111858974358976,12,0.9,0.9764976497649764,baseline,0.941577878733769,0.8584221212662311,3
1,15,"MLPClassifier(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=gini, RFE__ExtraTreesClassifier__max_features=0.35000000000000003, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=1.0), MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.01)",0.885040650406504,8,0.905,0.9466145833333334,baseline,0.945637517148566,0.864362482851434,2
1,17,"GradientBoostingClassifier(PolynomialFeatures(input_matrix, PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=9, GradientBoostingClassifier__max_features=0.9500000000000001, GradientBoostingClassifier__min_samples_leaf=13, GradientBoostingClassifier__min_samples_split=10, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.9000000000000001)",0.9824937460913072,7,0.96,0.9994981934965878,baseline,0.9871585566626799,0.93284144333732,2
2,49,"GradientBoostingClassifier(PolynomialFeatures(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=gini, RFE__ExtraTreesClassifier__max_features=0.6500000000000001, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.25), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), GradientBoostingClassifier__learning_rate=0.1, GradientBoostingClassifier__max_depth=7, GradientBoostingClassifier__max_features=0.8, GradientBoostingClassifier__min_samples_leaf=19, GradientBoostingClassifier__min_samples_split=17, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.7500000000000001)",0.995030487804878,14,0.99,1.0,baseline,1.0037898223338808,0.9762101776661191,3
2,30,"XGBClassifier(Binarizer(PolynomialFeatures(input_matrix, PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), Binarizer__threshold=0.0), XGBClassifier__learning_rate=0.5, XGBClassifier__max_depth=3, XGBClassifier__min_child_weight=11, XGBClassifier__n_estimators=100, XGBClassifier__n_jobs=1, XGBClassifier__subsample=0.8, XGBClassifier__verbosity=0)",0.9925,10,1.0,1.0,baseline,1.0,1.0,3
2,53,"XGBClassifier(PolynomialFeatures(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.45, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.6000000000000001), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), XGBClassifier__learning_rate=0.1, XGBClassifier__max_depth=10, XGBClassifier__min_child_weight=1, XGBClassifier__n_estimators=100, XGBClassifier__n_jobs=1, XGBClassifier__subsample=0.7500000000000001, XGBClassifier__verbosity=0)",1.0,18,0.99,0.9998999599839936,baseline,1.0037898223338808,0.9762101776661191,3
2,10,"GradientBoostingClassifier(PolynomialFeatures(ZeroCount(input_matrix), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), GradientBoostingClassifier__learning_rate=1.0, GradientBoostingClassifier__max_depth=8, GradientBoostingClassifier__max_features=0.45, GradientBoostingClassifier__min_samples_leaf=18, GradientBoostingClassifier__min_samples_split=11, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.9000000000000001)",0.9436288305190744,4,0.95,0.9984926138076576,baseline,0.980205628614548,0.919794371385452,3
1,7,"MLPClassifier(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=gini, RFE__ExtraTreesClassifier__max_features=0.05, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=1.0), MLPClassifier__alpha=0.01, MLPClassifier__learning_rate_init=0.01)",0.862648530331457,5,0.9,0.9669172932330826,baseline,0.941577878733769,0.8584221212662311,2
2,32,"GradientBoostingClassifier(MaxAbsScaler(PolynomialFeatures(input_matrix, PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False)), GradientBoostingClassifier__learning_rate=1.0, GradientBoostingClassifier__max_depth=6, GradientBoostingClassifier__max_features=0.6500000000000001, GradientBoostingClassifier__min_samples_leaf=1, GradientBoostingClassifier__min_samples_split=4, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.8500000000000001)",0.9824585678549094,14,0.99,0.9998995075871772,baseline,1.0037898223338808,0.9762101776661191,3
