level_0,index,pipeline,cv_score,generation,holdout_score,holdout_roc_auc_score,type,upper_ci_holdout,lower_ci_holdout,operator_count
1,19,"XGBClassifier(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=gini, RFE__ExtraTreesClassifier__max_features=0.3, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.4), XGBClassifier__learning_rate=0.5, XGBClassifier__max_depth=7, XGBClassifier__min_child_weight=2, XGBClassifier__n_estimators=100, XGBClassifier__n_jobs=1, XGBClassifier__subsample=0.9000000000000001, XGBClassifier__verbosity=0)",0.9687742338961852,9,0.98,0.9952882205513784,baseline,0.9994030100757588,0.9605969899242411,2
3,47,"GradientBoostingClassifier(RFE(SGDClassifier(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.5, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.15000000000000002), SGDClassifier__alpha=0.001, SGDClassifier__eta0=0.01, SGDClassifier__fit_intercept=True, SGDClassifier__l1_ratio=0.75, SGDClassifier__learning_rate=invscaling, SGDClassifier__loss=hinge, SGDClassifier__penalty=elasticnet, SGDClassifier__power_t=0.5), RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.7000000000000001, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.6500000000000001), GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=8, GradientBoostingClassifier__max_features=0.9000000000000001, GradientBoostingClassifier__min_samples_leaf=17, GradientBoostingClassifier__min_samples_split=13, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.9000000000000001)",0.984931207004378,16,0.985,0.9951690821256038,baseline,1.0018463111689178,0.9681536888310823,4
2,18,"RandomForestClassifier(PolynomialFeatures(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.15000000000000002, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.4), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), RandomForestClassifier__bootstrap=False, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.4, RandomForestClassifier__min_samples_leaf=19, RandomForestClassifier__min_samples_split=8, RandomForestClassifier__n_estimators=100)",0.9534568480300188,7,0.94,0.9959935897435896,baseline,0.9729139970225434,0.9070860029774565,3
2,23,"MLPClassifier(LinearSVC(Binarizer(input_matrix, Binarizer__threshold=0.0), LinearSVC__C=25.0, LinearSVC__dual=True, LinearSVC__loss=squared_hinge, LinearSVC__penalty=l2, LinearSVC__tol=0.001), MLPClassifier__alpha=0.001, MLPClassifier__learning_rate_init=0.01)",0.9889008755472172,8,0.965,0.9809782608695652,baseline,0.9904705751799994,0.9395294248200006,3
3,37,"RandomForestClassifier(PolynomialFeatures(GradientBoostingClassifier(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=entropy, RFE__ExtraTreesClassifier__max_features=0.6500000000000001, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.8), GradientBoostingClassifier__learning_rate=0.1, GradientBoostingClassifier__max_depth=8, GradientBoostingClassifier__max_features=0.9000000000000001, GradientBoostingClassifier__min_samples_leaf=15, GradientBoostingClassifier__min_samples_split=7, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.05), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=0.7500000000000001, RandomForestClassifier__min_samples_leaf=7, RandomForestClassifier__min_samples_split=15, RandomForestClassifier__n_estimators=100)",0.9912453095684804,12,0.975,0.9981884057971014,baseline,0.9966378141225032,0.9533621858774968,4
2,15,"GradientBoostingClassifier(PolynomialFeatures(GaussianNB(input_matrix), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), GradientBoostingClassifier__learning_rate=0.1, GradientBoostingClassifier__max_depth=6, GradientBoostingClassifier__max_features=0.3, GradientBoostingClassifier__min_samples_leaf=12, GradientBoostingClassifier__min_samples_split=5, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.9500000000000001)",0.985,6,0.925,0.9987998799879988,baseline,0.9615041778430908,0.8884958221569093,3
1,2,"GradientBoostingClassifier(SGDClassifier(input_matrix, SGDClassifier__alpha=0.001, SGDClassifier__eta0=0.01, SGDClassifier__fit_intercept=True, SGDClassifier__l1_ratio=1.0, SGDClassifier__learning_rate=constant, SGDClassifier__loss=squared_hinge, SGDClassifier__penalty=elasticnet, SGDClassifier__power_t=50.0), GradientBoostingClassifier__learning_rate=0.5, GradientBoostingClassifier__max_depth=10, GradientBoostingClassifier__max_features=0.7500000000000001, GradientBoostingClassifier__min_samples_leaf=1, GradientBoostingClassifier__min_samples_split=2, GradientBoostingClassifier__n_estimators=100, GradientBoostingClassifier__subsample=0.8500000000000001)",0.8400000000000001,1,0.8,0.9326,baseline,0.8554371716450254,0.7445628283549747,2
1,15,"RandomForestClassifier(PolynomialFeatures(input_matrix, PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), RandomForestClassifier__bootstrap=True, RandomForestClassifier__criterion=entropy, RandomForestClassifier__max_features=1.0, RandomForestClassifier__min_samples_leaf=4, RandomForestClassifier__min_samples_split=16, RandomForestClassifier__n_estimators=100)",0.971339899937461,7,0.915,0.9986994797919168,baseline,0.9536510310341134,0.8763489689658867,2
3,34,"DecisionTreeClassifier(PolynomialFeatures(RandomForestClassifier(BernoulliNB(RFE(input_matrix, RFE__ExtraTreesClassifier__criterion=gini, RFE__ExtraTreesClassifier__max_features=0.5, RFE__ExtraTreesClassifier__n_estimators=100, RFE__step=0.7000000000000001), BernoulliNB__alpha=100.0, BernoulliNB__fit_prior=False), RandomForestClassifier__bootstrap=False, RandomForestClassifier__criterion=gini, RandomForestClassifier__max_features=0.9000000000000001, RandomForestClassifier__min_samples_leaf=11, RandomForestClassifier__min_samples_split=3, RandomForestClassifier__n_estimators=100), PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=2, DecisionTreeClassifier__min_samples_split=12)",0.9798030018761728,11,0.98,0.9894736842105264,baseline,0.9994030100757588,0.9605969899242411,5
1,12,"MLPClassifier(Binarizer(input_matrix, Binarizer__threshold=0.05), MLPClassifier__alpha=0.1, MLPClassifier__learning_rate_init=0.001)",0.947200594121326,6,0.965,0.9355889724310776,baseline,0.9904705751799994,0.9395294248200006,2
2,22,"KNeighborsClassifier(XGBClassifier(XGBClassifier(XGBClassifier(PolynomialFeatures(input_matrix, PolynomialFeatures__degree=2, PolynomialFeatures__include_bias=False, PolynomialFeatures__interaction_only=False), XGBClassifier__learning_rate=0.1, XGBClassifier__max_depth=6, XGBClassifier__min_child_weight=7, XGBClassifier__n_estimators=100, XGBClassifier__n_jobs=1, XGBClassifier__subsample=1.0, XGBClassifier__verbosity=0), XGBClassifier__learning_rate=0.001, XGBClassifier__max_depth=3, XGBClassifier__min_child_weight=7, XGBClassifier__n_estimators=100, XGBClassifier__n_jobs=1, XGBClassifier__subsample=0.25, XGBClassifier__verbosity=0), XGBClassifier__learning_rate=1.0, XGBClassifier__max_depth=9, XGBClassifier__min_child_weight=9, XGBClassifier__n_estimators=100, XGBClassifier__n_jobs=1, XGBClassifier__subsample=0.2, XGBClassifier__verbosity=0), KNeighborsClassifier__n_neighbors=52, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance)",0.9676430581613508,9,0.905,0.9973871972666064,baseline,0.945637517148566,0.864362482851434,5
